Node Number	X Location (m)	Y Location (m)	Z Location (m)	
4429	1,7976	0,11015	-7,2244e-002	
4430	1,7727	0,11056	-7,2244e-002	
4431	1,7479	0,11097	-7,2244e-002	
4432	1,723	0,11138	-7,2244e-002	
4433	1,6982	0,11178	-7,2244e-002	
4434	1,6733	0,11219	-7,2244e-002	
4435	1,6485	0,1126	-7,2244e-002	
4436	1,6237	0,11301	-7,2244e-002	
4437	1,5988	0,11342	-7,2244e-002	
4438	1,574	0,11382	-7,2244e-002	
4439	1,5491	0,11423	-7,2244e-002	
4440	1,5243	0,11464	-7,2244e-002	
4441	1,4994	0,11505	-7,2244e-002	
4442	1,4746	0,11546	-7,2244e-002	
4443	1,4497	0,11587	-7,2244e-002	
4444	1,4249	0,11627	-7,2244e-002	
4445	1,4	0,11668	-7,2244e-002	
4446	1,3752	0,11709	-7,2244e-002	
4447	1,3503	0,1175	-7,2244e-002	
4448	1,2838	0,11744	-7,3146e-002	
4449	1,3233	0,11811	-7,2067e-002	
4450	1,1924	0,12056	-7,1714e-002	
4451	1,2432	0,11956	-7,1923e-002	
4452	1,0938	0,12262	-7,1082e-002	
4453	1,1344	0,12113	-7,2164e-002	
4454	1,0273	0,1228	-7,2244e-002	
4455	1,0507	0,12237	-7,2297e-002	
4456	1,0025	0,12321	-7,2244e-002	
4457	0,97763	0,12362	-7,2244e-002	
4458	0,95279	0,12403	-7,2244e-002	
4459	0,92794	0,12444	-7,2244e-002	
4460	0,90309	0,12485	-7,2244e-002	
4461	0,87824	0,12525	-7,2244e-002	
4462	0,8534	0,12566	-7,2244e-002	
4463	0,82855	0,12607	-7,2244e-002	
4464	0,8037	0,12648	-7,2244e-002	
4465	0,77886	0,12689	-7,2244e-002	
4466	0,75401	0,12729	-7,2244e-002	
4467	0,72916	0,1277	-7,2244e-002	
4468	0,70432	0,12811	-7,2244e-002	
4469	0,67947	0,12852	-7,2244e-002	
4470	0,65462	0,12893	-7,2244e-002	
4471	0,62978	0,12934	-7,2244e-002	
4472	0,60493	0,12974	-7,2244e-002	
4473	0,58008	0,13015	-7,2244e-002	
4474	0,55523	0,13056	-7,2244e-002	
4475	0,53039	0,13097	-7,2244e-002	
4476	0,50554	0,13138	-7,2244e-002	
4477	0,48069	0,13178	-7,2244e-002	
4478	0,45585	0,13219	-7,2244e-002	
4479	0,431	0,1326	-7,2244e-002	
4480	0,40615	0,13301	-7,2244e-002	
4481	0,38131	0,13342	-7,2244e-002	
4482	0,35646	0,13382	-7,2244e-002	
4483	0,33161	0,13423	-7,2244e-002	
4484	0,30676	0,13464	-7,2244e-002	
4485	0,28192	0,13505	-7,2244e-002	
4486	0,25707	0,13546	-7,2244e-002	
4487	0,23222	0,13587	-7,2244e-002	
4488	0,2198	0,13607	-7,2244e-002	
4489	0,20738	0,13627	-7,2244e-002	
4632	2,519	-1,2582e-002	-3,0955e-002	
4633	0,21922	-5,0361e-002	-3,4001e-002	
4634	0,26137	-4,9668e-002	-3,0563e-002	
4635	0,31024	-4,8865e-002	-2,6459e-002	
4636	0,35566	-4,8119e-002	-3,4001e-002	
4637	0,40529	-4,7304e-002	-3,4001e-002	
4638	0,45491	-4,6489e-002	-3,4001e-002	
4639	0,50453	-4,5674e-002	-3,4001e-002	
4640	0,55415	-4,4859e-002	-3,4001e-002	
4641	0,60378	-4,4043e-002	-3,4001e-002	
4642	0,6534	-4,3228e-002	-3,4001e-002	
4643	0,70302	-4,2413e-002	-3,4001e-002	
4644	0,75264	-4,1598e-002	-3,4001e-002	
4645	0,80227	-4,0783e-002	-3,4001e-002	
4646	0,85189	-3,9968e-002	-3,4001e-002	
4647	0,90151	-3,9152e-002	-3,4001e-002	
4648	0,95113	-3,8337e-002	-3,4001e-002	
4649	1,0008	-3,7522e-002	-3,4001e-002	
4650	1,0504	-3,6707e-002	-3,4001e-002	
4651	1,1	-3,5892e-002	-3,4001e-002	
4652	1,1496	-3,5077e-002	-3,4001e-002	
4653	1,1992	-3,4261e-002	-3,4001e-002	
4654	1,2489	-3,3446e-002	-3,4001e-002	
4655	1,2985	-3,2631e-002	-3,4001e-002	
4656	1,3481	-3,1816e-002	-3,4001e-002	
4657	1,3977	-3,1001e-002	-3,4001e-002	
4658	1,4474	-3,0186e-002	-3,4001e-002	
4659	1,497	-2,9371e-002	-3,4001e-002	
4660	1,5466	-2,8555e-002	-3,4001e-002	
4661	1,5962	-2,774e-002	-3,4001e-002	
4662	1,6459	-2,6925e-002	-3,4001e-002	
4663	1,6955	-2,611e-002	-3,4001e-002	
4664	1,7451	-2,5295e-002	-3,4001e-002	
4665	1,7947	-2,448e-002	-3,4001e-002	
4666	1,8443	-2,3664e-002	-3,4001e-002	
4667	1,894	-2,2849e-002	-3,4001e-002	
4668	1,9436	-2,2034e-002	-3,4001e-002	
4669	1,9932	-2,1219e-002	-3,4001e-002	
4670	2,0428	-2,0404e-002	-3,4001e-002	
4671	2,0925	-1,9589e-002	-3,4001e-002	
4672	2,1421	-1,8773e-002	-3,4001e-002	
4673	2,1917	-1,7958e-002	-3,4001e-002	
4674	2,2413	-1,7143e-002	-3,4001e-002	
4675	2,2909	-1,6328e-002	-3,4001e-002	
4676	2,3406	-1,5513e-002	-3,4001e-002	
4677	2,3902	-1,4698e-002	-3,4001e-002	
4678	2,4343	-1,3974e-002	-4,1629e-002	
4679	2,4771	-1,3271e-002	-3,4001e-002	
4680	0,21905	-4,4362e-002	-3,4001e-002	
4681	2,5412	-6,2157e-003	-2,4106e-002	
4682	0,33034	-4,2534e-002	-3,4001e-002	
4683	0,28513	-4,3277e-002	-3,5767e-002	
4684	0,37982	-4,1722e-002	-3,4001e-002	
4685	0,4293	-4,0909e-002	-3,4001e-002	
4686	0,47879	-4,0096e-002	-3,4001e-002	
4687	0,52827	-3,9283e-002	-3,4001e-002	
4688	0,57775	-3,847e-002	-3,4001e-002	
4689	0,62724	-3,7657e-002	-3,4001e-002	
4690	0,67672	-3,6844e-002	-3,4001e-002	
4691	0,72621	-3,6031e-002	-3,4001e-002	
4692	0,77569	-3,5219e-002	-3,4001e-002	
4693	0,82517	-3,4406e-002	-3,4001e-002	
4694	0,87466	-3,3593e-002	-3,4001e-002	
4695	0,92414	-3,278e-002	-3,4001e-002	
4696	0,97362	-3,1967e-002	-3,4001e-002	
4697	1,0231	-3,1154e-002	-3,4001e-002	
4698	2,4953	-6,9702e-003	-3,4001e-002	
4699	1,0726	-3,0341e-002	-3,4001e-002	
4700	2,4458	-7,7831e-003	-3,4001e-002	
4701	1,1221	-2,9528e-002	-3,4001e-002	
4702	2,3963	-8,596e-003	-3,4001e-002	
4703	1,1716	-2,8716e-002	-3,4001e-002	
4704	2,3469	-9,4089e-003	-3,4001e-002	
4705	1,221	-2,7903e-002	-3,4001e-002	
4706	2,2974	-1,0222e-002	-3,4001e-002	
4707	1,2705	-2,709e-002	-3,4001e-002	
4708	2,2479	-1,1035e-002	-3,4001e-002	
4709	1,32	-2,6277e-002	-3,4001e-002	
4710	2,1984	-1,1847e-002	-3,4001e-002	
4711	1,3695	-2,5464e-002	-3,4001e-002	
4712	2,1489	-1,266e-002	-3,4001e-002	
4713	1,419	-2,4651e-002	-3,4001e-002	
4714	2,0994	-1,3473e-002	-3,4001e-002	
4715	1,4685	-2,3838e-002	-3,4001e-002	
4716	2,0499	-1,4286e-002	-3,4001e-002	
4717	1,5179	-2,3025e-002	-3,4001e-002	
4718	2,0005	-1,5099e-002	-3,4001e-002	
4719	1,5674	-2,2213e-002	-3,4001e-002	
4720	1,951	-1,5912e-002	-3,4001e-002	
4721	1,6169	-2,14e-002	-3,4001e-002	
4722	1,9015	-1,6725e-002	-3,4001e-002	
4723	1,6664	-2,0587e-002	-3,4001e-002	
4724	1,852	-1,7538e-002	-3,4001e-002	
4725	1,7159	-1,9774e-002	-3,4001e-002	
4726	1,8078	-1,8265e-002	-2,6218e-002	
4727	1,7654	-1,8961e-002	-3,4001e-002	
4728	0,25495	-4,3773e-002	-3,3485e-002	
4729	2,5553	-2,212e-003	-7,4001e-002	
4782	0,21915	0,13784	-3,4001e-002	
4783	2,4131	0,1018	-3,7437e-002	
4784	2,1199	0,10661	-3,4001e-002	
4785	2,5528	9,9502e-002	-3,2109e-002	
4786	2,4976	0,10041	-3,0564e-002	
4787	2,3642	0,1026	-4,1536e-002	
4788	2,3187	0,10335	-3,4001e-002	
4789	2,269	0,10416	-3,4001e-002	
4790	2,2193	0,10498	-3,4001e-002	
4791	2,1696	0,1058	-3,4001e-002	
4792	2,0703	0,10743	-3,4001e-002	
4793	2,0206	0,10825	-3,4001e-002	
4794	1,9709	0,10906	-3,4001e-002	
4795	1,9212	0,10988	-3,4001e-002	
4796	1,8715	0,1107	-3,4001e-002	
4797	1,8218	0,11151	-3,4001e-002	
4798	1,7721	0,11233	-3,4001e-002	
4799	1,7224	0,11314	-3,4001e-002	
4800	1,6727	0,11396	-3,4001e-002	
4801	1,623	0,11478	-3,4001e-002	
4802	1,5733	0,11559	-3,4001e-002	
4803	1,5236	0,11641	-3,4001e-002	
4804	1,4739	0,11723	-3,4001e-002	
4805	1,4242	0,11804	-3,4001e-002	
4806	1,3745	0,11886	-3,4001e-002	
4807	1,0283	0,12455	-3,8176e-002	
4808	0,97699	0,12539	-3,4001e-002	
4809	0,92729	0,12621	-3,4001e-002	
4810	0,8776	0,12702	-3,4001e-002	
4811	0,8279	0,12784	-3,4001e-002	
4812	0,77821	0,12865	-3,4001e-002	
4813	0,72852	0,12947	-3,4001e-002	
4814	0,67882	0,13029	-3,4001e-002	
4815	0,62913	0,1311	-3,4001e-002	
4816	0,57944	0,13192	-3,4001e-002	
4817	0,52974	0,13274	-3,4001e-002	
4818	0,48005	0,13355	-3,4001e-002	
4819	0,43035	0,13437	-3,4001e-002	
4820	0,38066	0,13518	-3,4001e-002	
4821	0,33549	0,13593	-2,8684e-002	
4822	0,28555	0,13675	-3,5798e-002	
4823	0,25519	0,13725	-3,3486e-002	
4824	2,4554	0,1011	-3,4001e-002	
4825	1,0846	8,1296e-002	-7,4001e-002	
4827	1,2334	7,7913e-002	-7,4001e-002	
4832	2,5866	-5,47e-003	-3,5934e-002	
4843	2,6124	-1,1048e-002	-5,9738e-002	
4845	2,6067	0,10462	-6,1594e-002	
4855	2,6129	0,10186	-7,5535e-002	
4858	2,6211	-9,3112e-003	-7,3977e-002	
4859	2,613	-7,5788e-003	-7,643e-002	
4862	2,6182	-5,9074e-003	-6,582e-002	
4874	1,1575	8,578e-002	-7,4001e-002	
4875	1,168	4,7661e-002	-7,4001e-002	
4876	1,1861	7,7711e-002	-7,4001e-002	
4877	1,31	8,4756e-002	-7,4001e-002	
4878	1,3273	5,1441e-002	-7,4001e-002	
4879	1,3394	8,1949e-002	-7,4001e-002	
4900	0,35086	7,8935e-002	-7,4001e-002	
4901	0,33306	6,4507e-002	-7,4001e-002	
4902	0,3643	4,429e-002	-7,4001e-002	
4903	1,0258	2,98e-002	-7,4001e-002	
4904	1,0296	6,0315e-002	-7,4001e-002	
4905	1,0011	5,1915e-002	-7,4001e-002	
4906	1,0694	0,12387	-2,7743e-002	
4907	1,0509	0,12417	-2,2286e-002	
4908	1,058	0,12406	-5,1001e-002	
4909	2,6047	9,865e-002	-4,8168e-002	
4910	2,6043	9,8658e-002	-2,1548e-002	
4911	2,5804	9,9049e-002	-3,8113e-002	
4912	1,3228	0,11971	-3,4001e-002	
4913	1,2996	0,12009	-3,4001e-002	
4914	1,313	0,11987	-6,8001e-002	
4915	1,275	0,12049	-3,4001e-002	
4916	1,2494	0,12091	-3,4001e-002	
4917	1,2633	0,12069	-6,8001e-002	
4918	1,2253	0,12131	-3,4001e-002	
4919	1,1997	0,12173	-3,4001e-002	
4920	1,2136	0,1215	-6,8001e-002	
4921	1,1756	0,12213	-3,4001e-002	
4922	1,1501	0,12255	-3,4001e-002	
4923	1,1639	0,12232	-6,8001e-002	
4924	1,1259	0,12294	-3,4001e-002	
4925	1,1052	0,12328	-3,4001e-002	
4926	1,1142	0,12313	-6,8001e-002	
4948	1,3131	0,12587	-6,8001e-002	
4949	1,3034	0,12603	-3,4001e-002	
4950	1,322	0,12572	-3,4001e-002	
4951	1,2634	0,12669	-6,8001e-002	
4952	1,2538	0,12684	-3,4001e-002	
4953	1,2697	0,12658	-3,4001e-002	
4954	1,2137	0,1275	-6,8001e-002	
4955	1,2042	0,12766	-3,4001e-002	
4956	1,2201	0,1274	-3,4001e-002	
4957	1,164	0,12832	-6,8001e-002	
4958	1,1546	0,12847	-3,4001e-002	
4959	1,1704	0,12821	-3,4001e-002	
4960	1,1143	0,12913	-6,8001e-002	
4961	1,1049	0,12929	-3,4001e-002	
4962	1,1208	0,12903	-3,4001e-002	
4963	1,0646	0,12995	-6,8001e-002	
4964	1,0524	0,13015	-3,4001e-002	
4965	1,0706	0,12985	-3,4001e-002	
4984	1,2634	0,11468	-7,4001e-002	
4985	1,2801	7,9555e-002	-7,4001e-002	
4992	1,1046	2,9961e-002	-7,4001e-002	
4993	1,1193	6,7778e-003	-7,4001e-002	
4994	1,1314	3,3499e-002	-7,4001e-002	
5001	2,2565	2,0933e-002	-8,0001e-002	
5002	2,2683	4,6726e-002	-8,0001e-002	
5003	2,279	2,0808e-002	-8,0001e-002	
5010	1,3934	9,5824e-002	-8,0001e-002	
5011	1,384	7,2826e-002	-8,0001e-002	
5012	1,3694	8,6376e-002	-8,0001e-002	
5013	0,93156	5,3925e-002	-8,0001e-002	
5014	0,96473	5,6597e-002	-8,0001e-002	
5015	0,94721	2,306e-002	-8,0001e-002	
5016	1,3131	-1,6454e-003	-7,4001e-002	
5017	1,3087	2,2991e-002	-7,4001e-002	
5018	1,2915	9,0184e-003	-7,4001e-002	
5022	1,2718	1,1566e-002	-7,4001e-002	
5023	1,2527	2,4176e-002	-7,4001e-002	
5024	1,2553	-3,7446e-003	-7,4001e-002	
5037	1,0177	-4,1378e-003	-8,0001e-002	
5038	0,99839	-5,4738e-003	-8,0001e-002	
5039	1,0102	1,9913e-002	-8,0001e-002	
5046	0,78051	1,8391e-002	-7,4001e-002	
5047	0,79415	5,1441e-002	-7,4001e-002	
5048	0,76401	5,3208e-002	-7,4001e-002	
5049	0,38832	4,401e-002	-7,4001e-002	
5050	0,4082	2,7063e-002	-7,4001e-002	
5051	0,40215	6,1781e-002	-7,4001e-002	
5055	0,95533	3,6199e-002	-7,4001e-002	
5056	0,97413	9,1053e-003	-7,4001e-002	
5057	0,97863	3,6519e-002	-7,4001e-002	
5061	2,3849	6,8819e-002	-8,0001e-002	
5062	2,3719	4,2415e-002	-8,0001e-002	
5063	2,3656	6,9766e-002	-8,0001e-002	
5067	1,1143	0,11713	-7,4001e-002	
5068	1,1083	9,3587e-002	-7,4001e-002	
5069	1,1281	9,4919e-002	-7,4001e-002	
5073	1,3834	5,0705e-002	-8,0001e-002	
5074	1,41	2,9768e-002	-8,0001e-002	
5075	1,3723	3,3554e-002	-8,0001e-002	
5082	2,4195	2,1512e-002	-8,0001e-002	
5083	2,4199	5,4235e-002	-8,0001e-002	
5084	2,4382	2,997e-002	-8,0001e-002	
5088	1,6792	6,3702e-003	-7,4001e-002	
5089	1,6738	3,202e-002	-7,4001e-002	
5090	1,659	1,5999e-002	-7,4001e-002	
5094	1,6974	8,6638e-002	-7,4001e-002	
5095	1,7031	6,1361e-002	-7,4001e-002	
5096	1,716	7,5357e-002	-7,4001e-002	
5100	0,74235	4,9547e-002	-7,4001e-002	
5101	0,72348	6,6821e-002	-7,4001e-002	
5102	0,72994	2,8288e-002	-7,4001e-002	
5106	1,7533	7,8443e-003	-7,4001e-002	
5107	1,7467	3,6227e-002	-7,4001e-002	
5108	1,7328	1,6599e-002	-7,4001e-002	
5118	2,2222	7,2215e-002	-8,0001e-002	
5119	2,214	4,3273e-002	-8,0001e-002	
5120	2,2016	7,2154e-002	-8,0001e-002	
5127	1,744	3,2968e-002	-8,0001e-002	
5128	1,7226	4,6659e-002	-8,0001e-002	
5129	1,7449	6,8055e-002	-8,0001e-002	
5133	1,3548	0,11918	-4,7423e-002	
5134	1,3541	0,11919	-2,0421e-002	
5135	1,3411	0,11941	-3,3971e-002	
5139	2,1733	7,1792e-002	-8,0001e-002	
5140	2,1664	4,3808e-002	-8,0001e-002	
5141	2,1507	7,0387e-002	-8,0001e-002	
5145	1,1876	8,6546e-003	-7,4001e-002	
5146	1,1738	2,5924e-002	-7,4001e-002	
5147	1,1674	9,7633e-005	-7,4001e-002	
5148	1,034	0,13045	-3,4001e-002	
5149	1,021	0,13067	-4,7305e-002	
5150	1,0197	0,13069	-2,0411e-002	
5157	1,352	0,12523	-2,0687e-002	
5158	1,3537	0,1252	-4,7703e-002	
5159	1,3394	0,12544	-3,4071e-002	
5166	1,8428	8,5305e-002	-7,4001e-002	
5167	1,8485	6,1346e-002	-7,4001e-002	
5168	1,8652	7,9318e-002	-7,4001e-002	
5175	0,89598	3,4344e-002	-8,0001e-002	
5176	0,88805	6,5969e-002	-8,0001e-002	
5177	0,90776	5,1872e-002	-8,0001e-002	
5187	1,819	8,1033e-003	-8,0001e-002	
5188	1,8207	3,1987e-002	-8,0001e-002	
5189	1,8374	1,3931e-002	-8,0001e-002	
5193	0,83479	4,4831e-002	-8,0001e-002	
5194	0,85155	6,1873e-002	-8,0001e-002	
5195	0,85628	2,9563e-002	-8,0001e-002	
5199	2,3074	2,0947e-002	-8,0001e-002	
5200	2,3235	4,6612e-002	-8,0001e-002	
5201	2,3305	2,1392e-002	-8,0001e-002	
5208	2,63	6,9486e-002	-8,0001e-002	
5209	2,6035	5,5313e-002	-8,0001e-002	
5210	2,6031	7,4082e-002	-8,0001e-002	
5214	0,53786	6,1337e-002	-8,0001e-002	
5215	0,55037	8,0482e-002	-8,0001e-002	
5216	0,55761	5,852e-002	-8,0001e-002	
5217	0,98453	9,7019e-002	-8,0001e-002	
5218	0,97357	8,1641e-002	-8,0001e-002	
5219	0,9645	9,9682e-002	-8,0001e-002	
5220	2,1336	6,5806e-002	-8,0001e-002	
5221	2,1235	4,3818e-002	-8,0001e-002	
5222	2,1173	7,3641e-002	-8,0001e-002	
5226	1,8253	1,5241e-002	-7,4001e-002	
5227	1,8185	4,6043e-002	-7,4001e-002	
5228	1,8041	2,3204e-002	-7,4001e-002	
5232	0,8703	6,0829e-002	-7,4001e-002	
5233	0,86569	2,9294e-002	-7,4001e-002	
5234	0,88689	4,3252e-002	-7,4001e-002	
5235	0,46043	4,1982e-002	-7,4001e-002	
5236	0,48029	2,8418e-002	-7,4001e-002	
5237	0,4775	6,0371e-002	-7,4001e-002	
5238	0,68439	3,9354e-002	-8,0001e-002	
5239	0,69168	8,0248e-002	-8,0001e-002	
5240	0,70948	4,613e-002	-8,0001e-002	
5241	0,73659	7,5789e-002	-8,0001e-002	
5242	0,74927	4,2567e-002	-8,0001e-002	
5243	0,72896	5,2668e-002	-8,0001e-002	
5244	0,62	9,6525e-002	-8,0001e-002	
5245	0,60327	7,8239e-002	-8,0001e-002	
5246	0,5989	0,10256	-8,0001e-002	
5252	2,5465	-1,2131e-002	-4,6318e-002	
5253	2,5554	-1,1983e-002	-6,8001e-002	
5254	2,5686	-1,1767e-002	-4,4682e-002	
5258	0,53472	4,1958e-002	-7,4001e-002	
5259	0,5545	2,8597e-002	-7,4001e-002	
5260	0,55164	6,016e-002	-7,4001e-002	
5261	0,81625	5,112e-002	-7,4001e-002	
5262	0,82806	3,4297e-002	-7,4001e-002	
5263	0,83472	6,6059e-002	-7,4001e-002	
5267	1,6231	9,0053e-002	-7,4001e-002	
5268	1,6281	6,5788e-002	-7,4001e-002	
5269	1,6438	7,7572e-002	-7,4001e-002	
5276	0,28313	0,10748	-7,4001e-002	
5277	0,30049	8,0349e-002	-7,4001e-002	
5278	0,30453	0,10837	-7,4001e-002	
5279	0,76849	4,374e-002	-8,0001e-002	
5280	0,78225	6,4134e-002	-8,0001e-002	
5281	0,7867	3,0426e-002	-8,0001e-002	
5282	0,28399	-1,7571e-002	-7,4001e-002	
5283	0,28283	8,2274e-003	-7,4001e-002	
5284	0,26216	-9,4333e-003	-7,4001e-002	
5288	0,37653	-1,2461e-002	-7,4001e-002	
5289	0,36762	9,9766e-003	-7,4001e-002	
5290	0,35742	-1,078e-002	-7,4001e-002	
5294	1,7711	6,7812e-002	-7,4001e-002	
5295	1,7862	8,045e-002	-7,4001e-002	
5301	0,24813	6,9252e-002	-7,4001e-002	
5302	0,24613	4,1509e-002	-7,4001e-002	
5303	0,26584	5,2785e-002	-7,4001e-002	
5304	0,44271	9,7109e-002	-8,0001e-002	
5305	0,46182	0,10891	-8,0001e-002	
5306	0,46024	8,248e-002	-8,0001e-002	
5313	2,3682	7,1614e-002	-7,4001e-002	
5314	2,376	4,4195e-002	-7,4001e-002	
5315	2,3893	6,8896e-002	-7,4001e-002	
5319	0,33905	-7,87e-003	-7,4001e-002	
5320	0,32309	5,478e-003	-7,4001e-002	
5321	0,32561	-1,654e-002	-7,4001e-002	
5325	1,0037	4,9061e-002	-8,0001e-002	
5326	1,0201	6,7945e-002	-8,0001e-002	
5327	1,7958	8,1611e-002	-8,0001e-002	
5328	1,7857	5,5345e-002	-8,0001e-002	
5329	1,7768	8,0719e-002	-8,0001e-002	
5333	0,58875	5,9954e-002	-7,4001e-002	
5334	0,5934	3,2325e-002	-7,4001e-002	
5335	0,61079	4,9785e-002	-7,4001e-002	
5336	0,50379	0,10356	-7,4001e-002	
5337	0,51098	8,0687e-002	-7,4001e-002	
5338	0,52473	0,10167	-7,4001e-002	
5339	1,853	2,0793e-002	-8,0001e-002	
5340	1,863	5,147e-002	-8,0001e-002	
5341	1,8714	1,9141e-002	-8,0001e-002	
5348	1,8812	7,2484e-002	-7,4001e-002	
5349	1,8901	4,9322e-002	-7,4001e-002	
5350	1,8999	7,471e-002	-7,4001e-002	
5354	1,765	2,1414e-002	-8,0001e-002	
5355	1,7781	3,062e-002	-8,0001e-002	
5356	1,7776	5,4855e-003	-8,0001e-002	
5369	1,6071	2,6727e-002	-7,4001e-002	
5370	1,6139	4,7856e-002	-7,4001e-002	
5371	1,5934	5,9804e-002	-7,4001e-002	
5372	0,57832	0,10292	-7,4001e-002	
5373	0,58806	8,2274e-002	-7,4001e-002	
5374	0,59931	0,10073	-7,4001e-002	
5375	1,8919	1,8229e-002	-8,0001e-002	
5376	1,9002	4,6917e-002	-8,0001e-002	
5377	1,9118	1,8124e-002	-8,0001e-002	
5381	1,9208	7,446e-002	-7,4001e-002	
5382	1,9292	4,6553e-002	-7,4001e-002	
5383	1,941	7,5107e-002	-7,4001e-002	
5390	1,8655	1,62e-002	-7,4001e-002	
5391	1,8549	3,5933e-002	-7,4001e-002	
5392	1,8478	1,3184e-002	-7,4001e-002	
5396	1,9282	2,4093e-002	-8,0001e-002	
5397	1,937	4,6908e-002	-8,0001e-002	
5398	1,9443	1,8941e-002	-8,0001e-002	
5402	1,9576	6,9147e-002	-7,4001e-002	
5403	1,9662	4,6549e-002	-7,4001e-002	
5404	1,974	7,4272e-002	-7,4001e-002	
5408	0,97789	9,6822e-002	-7,4001e-002	
5409	0,99104	7,9531e-002	-7,4001e-002	
5410	0,99694	9,8696e-002	-7,4001e-002	
5411	1,9649	1,8684e-002	-8,0001e-002	
5412	1,9738	4,6899e-002	-8,0001e-002	
5413	1,9849	1,871e-002	-8,0001e-002	
5417	1,9951	7,4525e-002	-7,4001e-002	
5418	2,0032	4,6545e-002	-7,4001e-002	
5419	2,0153	7,449e-002	-7,4001e-002	
5426	1,8443	7,483e-002	-8,0001e-002	
5427	1,8261	5,7546e-002	-8,0001e-002	
5428	1,8185	8,141e-002	-8,0001e-002	
5432	1,3631	8,5204e-002	-7,4001e-002	
5433	1,3781	7,3856e-002	-7,4001e-002	
5434	1,3785	9,4358e-002	-7,4001e-002	
5441	2,0013	2,4507e-002	-8,0001e-002	
5442	2,0106	4,689e-002	-8,0001e-002	
5443	2,0173	1,9513e-002	-8,0001e-002	
5447	1,7043	3,4946e-002	-8,0001e-002	
5448	1,6938	1,7014e-002	-8,0001e-002	
5449	1,6816	3,5843e-002	-8,0001e-002	
5456	2,0297	7,1358e-002	-7,4001e-002	
5457	2,0402	4,6642e-002	-7,4001e-002	
5458	2,0462	7,4386e-002	-7,4001e-002	
5465	1,3472	3,287e-002	-7,4001e-002	
5466	1,3558	1,271e-002	-7,4001e-002	
5467	1,3669	3,2569e-002	-7,4001e-002	
5468	2,4631	2,3835e-002	-7,4001e-002	
5469	2,4574	4,7609e-002	-7,4001e-002	
5470	2,4385	2,8006e-002	-7,4001e-002	
5474	0,57508	5,486e-002	-8,0001e-002	
5475	0,59081	6,0896e-002	-8,0001e-002	
5476	0,58563	4,0416e-002	-8,0001e-002	
5488	2,038	1,9267e-002	-8,0001e-002	
5489	2,0474	4,6881e-002	-8,0001e-002	
5490	2,0579	1,9296e-002	-8,0001e-002	
5494	1,2165	-7,4673e-003	-7,4001e-002	
5495	1,2229	1,4443e-002	-7,4001e-002	
5496	1,2067	7,0178e-003	-7,4001e-002	
5497	0,42913	0,10587	-7,4001e-002	
5498	0,43714	8,0849e-002	-7,4001e-002	
5499	0,4504	0,10286	-7,4001e-002	
5500	2,4045	6,6637e-002	-7,4001e-002	
5501	2,4166	4,6762e-002	-7,4001e-002	
5502	2,419	7,1371e-002	-7,4001e-002	
5512	2,0895	1,9602e-002	-7,4001e-002	
5513	2,0772	4,6841e-002	-7,4001e-002	
5514	2,0711	1,9503e-002	-7,4001e-002	
5518	1,6644	5,3232e-002	-8,0001e-002	
5519	1,6404	6,5225e-002	-8,0001e-002	
5520	1,6669	7,4773e-002	-8,0001e-002	
5521	2,0721	2,229e-002	-8,0001e-002	
5522	2,0842	4,6872e-002	-8,0001e-002	
5523	2,0884	1,949e-002	-8,0001e-002	
5527	2,1218	2,0291e-002	-7,4001e-002	
5528	2,1142	4,6938e-002	-7,4001e-002	
5529	2,1058	2,5288e-002	-7,4001e-002	
5542	2,1634	2,0203e-002	-7,4001e-002	
5543	2,1512	4,6934e-002	-7,4001e-002	
5544	2,1434	2,0149e-002	-7,4001e-002	
5548	1,3689	1,4366e-002	-8,0001e-002	
5549	1,3807	-2,2771e-003	-8,0001e-002	
5550	1,3625	-1,1089e-003	-8,0001e-002	
5560	2,1956	2,0876e-002	-7,4001e-002	
5561	2,1882	4,6931e-002	-7,4001e-002	
5562	2,1797	2,5764e-002	-7,4001e-002	
5569	0,78562	9,9607e-002	-7,4001e-002	
5570	0,79731	8,1804e-002	-7,4001e-002	
5571	0,80275	0,10249	-7,4001e-002	
5572	1,6364	6,5419e-003	-8,0001e-002	
5573	1,6544	2,0149e-002	-8,0001e-002	
5574	1,6529	2,677e-003	-8,0001e-002	
5575	2,2372	2,0803e-002	-7,4001e-002	
5576	2,2253	4,6927e-002	-7,4001e-002	
5577	2,2173	2,0747e-002	-7,4001e-002	
5581	2,2694	2,1462e-002	-7,4001e-002	
5582	2,2623	4,6923e-002	-7,4001e-002	
5583	2,2535	2,6221e-002	-7,4001e-002	
5587	1,4469	4,9019e-002	-8,0001e-002	
5588	1,4633	2,9469e-002	-8,0001e-002	
5589	1,4356	2,9705e-002	-8,0001e-002	
5590	1,4116	-2,6273e-003	-8,0001e-002	
5591	1,4237	1,3245e-002	-8,0001e-002	
5592	1,4352	-3,266e-003	-8,0001e-002	
5602	0,51856	0,10732	-8,0001e-002	
5603	0,50327	8,9132e-002	-8,0001e-002	
5604	0,49956	0,1091	-8,0001e-002	
5605	0,7511	0,10257	-7,4001e-002	
5606	0,76103	8,1002e-002	-7,4001e-002	
5607	0,76975	9,5916e-002	-7,4001e-002	
5611	1,0224	8,1907e-002	-8,0001e-002	
5612	1,0139	9,6811e-002	-8,0001e-002	
