#Exudyn implicit second order time integration sensor output file
#measure Object number = 6
#OutputVariableType = Distance
#simulation started = 2023-06-08,09:04:37
#columns contain: time, comma separated sensor values (e.g, x,y,z position coordinates)
#number of sensor values = 1
#Exudyn version = 1.6.119.dev1; Python3.8.13; Linux FLOAT64
#
0,0.809163
0.0109991,0.809186
0.0209983,0.809197
0.0309974,0.809206
0.0409966,0.809208
0.0509958,0.809202
0.0609949,0.809192
0.0709941,0.809189
0.0809933,0.809193
0.0909924,0.809198
0.100992,0.809202
0.110991,0.809201
0.12099,0.809199
0.130989,0.809196
0.140988,0.809194
0.150987,0.809194
0.160987,0.809195
0.170986,0.809197
0.180985,0.809197
0.190984,0.809197
0.200983,0.809197
0.210982,0.809197
0.220982,0.809197
0.230981,0.809197
0.24098,0.809197
0.250979,0.809197
0.260978,0.809197
0.270977,0.809197
0.280977,0.809197
0.290976,0.809197
0.300975,0.809197
0.310974,0.809197
0.320973,0.809197
0.330972,0.809197
0.340972,0.809197
0.350971,0.809197
0.36097,0.809197
0.370969,0.809197
0.380968,0.809197
0.390967,0.809197
0.400967,0.809197
0.410966,0.809197
0.420965,0.809197
0.430964,0.809197
0.440963,0.809197
0.450962,0.809197
0.460962,0.809197
0.470961,0.809197
0.48096,0.809197
0.490959,0.809197
0.500958,0.809197
0.510957,0.809197
0.520957,0.809197
0.530956,0.809197
0.540955,0.809197
0.550954,0.809197
0.560953,0.809197
0.570952,0.809197
0.580952,0.809197
0.590951,0.809197
0.60095,0.809197
0.610949,0.809197
0.620948,0.809197
0.630947,0.809197
0.640947,0.809197
0.650946,0.809197
0.660945,0.809197
0.670944,0.809197
0.680943,0.809197
0.690942,0.809197
0.700942,0.809197
0.710941,0.809197
0.72094,0.809197
0.730939,0.809197
0.740938,0.809197
0.750937,0.809197
0.760937,0.809197
0.770936,0.809197
0.780935,0.809197
0.790934,0.809197
0.800933,0.809197
0.810932,0.809197
0.820932,0.809197
0.830931,0.809197
0.84093,0.809197
0.850929,0.809197
0.860928,0.809197
0.870927,0.809197
0.880927,0.809197
0.890926,0.809197
0.900925,0.809197
0.910924,0.809197
0.920923,0.809197
0.930922,0.809197
0.940922,0.809197
0.950921,0.809197
0.96092,0.809197
0.970919,0.809197
0.980918,0.809197
0.990917,0.809197
1.00092,0.809197
1.01092,0.809197
1.02091,0.809197
1.03091,0.809197
1.04091,0.809197
1.05091,0.809197
1.06091,0.809197
1.07091,0.809197
1.08091,0.809197
1.09091,0.809197
1.10091,0.809197
1.11091,0.809197
1.12091,0.809197
1.13091,0.809197
1.1409,0.809197
1.1509,0.809197
1.1609,0.809197
1.1709,0.809197
1.1809,0.809197
1.1909,0.809197
1.2009,0.809197
1.2109,0.809197
1.2209,0.809197
1.2309,0.809197
1.2409,0.809197
1.2509,0.809197
1.26089,0.809197
1.27089,0.809197
1.28089,0.809197
1.29089,0.809197
1.30089,0.809197
1.31089,0.809197
1.32089,0.809197
1.33089,0.809197
1.34089,0.809197
1.35089,0.809197
1.36089,0.809197
1.37089,0.809197
1.38088,0.809197
1.39088,0.809197
1.40088,0.809197
1.41088,0.809197
1.42088,0.809197
1.43088,0.809197
1.44088,0.809197
1.45088,0.809197
1.46088,0.809197
1.47088,0.809197
1.48088,0.809197
1.49088,0.809197
1.50087,0.809197
1.51087,0.809197
1.52087,0.809197
1.53087,0.809197
1.54087,0.809197
1.55087,0.809197
1.56087,0.809197
1.57087,0.809197
1.58087,0.809197
1.59087,0.809197
1.60087,0.809197
1.61087,0.809197
1.62086,0.809197
1.63086,0.809197
1.64086,0.809197
1.65086,0.809197
1.66086,0.809197
1.67086,0.809197
1.68086,0.809197
1.69086,0.809197
1.70086,0.809197
1.71086,0.809197
1.72086,0.809197
1.73086,0.809197
1.74085,0.809197
1.75085,0.809197
1.76085,0.809197
1.77085,0.809197
1.78085,0.809197
1.79085,0.809197
1.80085,0.809197
1.81085,0.809197
1.82085,0.809197
1.83085,0.809197
1.84085,0.809197
1.85085,0.809197
1.86084,0.809197
1.87084,0.809197
1.88084,0.809197
1.89084,0.809197
1.90084,0.809197
1.91084,0.809197
1.92084,0.809197
1.93084,0.809197
1.94084,0.809197
1.95084,0.809197
1.96084,0.809197
1.97084,0.809197
1.98083,0.809197
1.99083,0.809197
2.00083,0.809197
2.01083,0.809221
2.02083,0.809341
2.03083,0.809639
2.04083,0.810161
2.05083,0.81086
2.06083,0.811624
2.07083,0.812343
2.08083,0.812971
2.09083,0.813538
2.10082,0.814121
2.11082,0.81478
2.12082,0.815524
2.13082,0.816312
2.14082,0.817083
2.15082,0.817799
2.16082,0.818464
2.17082,0.819117
2.18082,0.819798
2.19082,0.820523
2.20082,0.821278
2.21082,0.822031
2.22081,0.822757
2.23081,0.823453
2.24081,0.824136
2.25081,0.824831
2.26081,0.825549
2.27081,0.826285
2.28081,0.827021
2.29081,0.827744
2.30081,0.828451
2.31081,0.829151
2.32081,0.829856
2.33081,0.830573
2.3408,0.831299
2.3508,0.832026
2.3608,0.832745
2.3708,0.833456
2.3808,0.834164
2.3908,0.834875
2.4008,0.835593
2.4108,0.836316
2.4208,0.837038
2.4308,0.837755
2.4408,0.838467
2.4508,0.839179
2.46079,0.839893
2.47079,0.840612
2.48079,0.841333
