#Exudyn implicit second order time integration sensor output file
#measure Object number = 14
#OutputVariableType = VelocityLocal
#simulation started = 2023-05-15,10:07:16
#columns contain: time, comma separated sensor values (e.g, x,y,z position coordinates)
#number of sensor values = 1
#Exudyn version = 1.6.103.dev1; Python3.8.13; Linux FLOAT64
#
0,0
0.00199980002,-2.191458805e-05
0.00299970003,-2.789727078e-05
0.00399960004,-3.109919231e-05
0.00499950005,-3.19603854e-05
0.00599940006,-3.092431173e-05
0.00699930007,-2.84208951e-05
0.00799920008,-2.485289703e-05
0.00899910009,-2.058535112e-05
0.0099990001,-1.593809845e-05
0.01099890011,-1.118143857e-05
0.01199880012,-6.534719728e-06
0.01299870013,-2.167482315e-06
0.01399860014,1.797375126e-06
0.01499850015,5.278991402e-06
0.01599840016,8.233055239e-06
0.01699830017,1.064591062e-05
0.01799820018,1.252862961e-05
0.01899810019,1.391132809e-05
0.0199980002,1.483791426e-05
0.02099790021,1.536139149e-05
0.02199780022,1.553978481e-05
0.02299770023,1.543272045e-05
0.02399760024,1.509865709e-05
0.02499750025,1.459274361e-05
0.02599740026,1.39652597e-05
0.02699730027,1.326058201e-05
0.02799720028,1.251660922e-05
0.02899710029,1.176457446e-05
0.0299970003,1.102917213e-05
0.03099690031,1.032892838e-05
0.03199680032,9.676748775e-06
0.03299670033,9.080583463e-06
0.03399660034,8.544157545e-06
0.03499650035,8.067722802e-06
0.03599640036,7.648795178e-06
0.03699630037,7.282850527e-06
0.03799620038,6.963958631e-06
0.03899610039,6.685342242e-06
0.0399960004,6.439853769e-06
0.04099590041,6.220367151e-06
0.04199580042,6.020086486e-06
0.04299570043,5.832776088e-06
0.04399560044,5.652918887e-06
0.04499550045,5.475811606e-06
0.04599540046,5.297606021e-06
0.04699530047,5.115305827e-06
0.04799520048,4.92672855e-06
0.04899510049,4.730441352e-06
0.0499950005,4.525678836e-06
0.05099490051,4.312249998e-06
0.05199480052,4.09044043e-06
0.05299470053,3.860914787e-06
0.05399460054,3.624623486e-06
0.05499450055,3.382716594e-06
0.05599440056,3.136466944e-06
0.05699430057,2.887203724e-06
0.05799420058,2.636257078e-06
0.05899410059,2.384913707e-06
0.0599940006,2.134382988e-06
0.06099390061,1.885772815e-06
0.06199380062,1.640074132e-06
0.06299370063,1.398152962e-06
0.06399360064,1.160748711e-06
0.06499350065,9.284774998e-07
0.06599340066,7.018393386e-07
0.06699330067,4.812280512e-07
0.06799320068,2.669429667e-07
